,elapsed_time,size,iteration_n
0,0.0053324699401855,0,0
1,0.0005407333374023,0,1
2,0.0004384517669677,0,2
3,0.0004374980926513,0,3
4,0.0004630088806152,0,4
5,0.0004441738128662,0,5
6,0.0003833770751953,0,6
7,0.0004498958587646,0,7
8,0.0007591247558593,0,8
9,0.0005531311035156,0,9
10,0.0003931522369384,0,10
11,0.0005328655242919,0,11
12,0.0003430843353271,0,12
13,0.000284194946289,0,13
14,0.0058131217956543,0,14
15,0.0004413127899169,0,15
16,0.0004189014434814,0,16
17,0.0003678798675537,0,17
18,0.0003602504730224,0,18
19,0.0003392696380615,0,19
20,0.0002937316894531,0,20
21,0.0002446174621582,0,21
22,0.0010163784027099,0,22
23,0.0012946128845214,0,23
24,0.0003905296325683,0,24
25,0.0005173683166503,0,25
26,0.0004153251647949,0,26
27,0.000472068786621,0,27
28,0.0004806518554687,0,28
29,0.0002942085266113,0,29
30,0.0002880096435546,0,30
31,0.0002901554107666,0,31
32,0.0003085136413574,724,0
33,0.0002858638763427,724,1
34,0.0003621578216552,724,2
35,0.0002439022064208,724,3
36,0.0002470016479492,724,4
37,0.0002315044403076,724,5
38,0.0002384185791015,724,6
39,0.0002593994140625,724,7
40,0.000483751296997,724,8
41,0.0019121170043945,724,9
42,0.0004999637603759,724,10
43,0.000415563583374,724,11
44,0.000295877456665,724,12
45,0.0002825260162353,724,13
46,0.0003566741943359,724,14
47,0.0002703666687011,724,15
48,0.0004274845123291,724,16
49,0.0003697872161865,724,17
50,0.0006473064422607,724,18
51,0.0005545616149902,724,19
52,0.0005333423614501,724,20
53,0.0005481243133544,724,21
54,0.0004119873046875,724,22
55,0.0003035068511962,724,23
56,0.0004479885101318,724,24
57,0.0003876686096191,724,25
58,0.0003457069396972,724,26
59,0.0002970695495605,724,27
60,0.0003190040588378,724,28
61,0.0003511905670166,724,29
62,0.000359296798706,724,30
63,0.0003883838653564,724,31
64,0.0003666877746582,1448,0
65,0.0002663135528564,1448,1
66,0.0002691745758056,1448,2
67,0.000262975692749,1448,3
68,0.0002632141113281,1448,4
69,0.0002655982971191,1448,5
70,0.0003430843353271,1448,6
71,0.0004234313964843,1448,7
72,0.0003812313079833,1448,8
73,0.000502586364746,1448,9
74,0.0003302097320556,1448,10
75,0.0003602504730224,1448,11
76,0.0006549358367919,1448,12
77,0.0004980564117431,1448,13
78,0.0006008148193359,1448,14
79,0.0007152557373046,1448,15
80,0.000594139099121,1448,16
81,0.0003614425659179,1448,17
82,0.0003025531768798,1448,18
83,0.0002663135528564,1448,19
84,0.0002553462982177,1448,20
85,0.0002708435058593,1448,21
86,0.000342845916748,1448,22
87,0.0006108283996582,1448,23
88,0.000403881072998,1448,24
89,0.0003836154937744,1448,25
90,0.0004208087921142,1448,26
91,0.0003309249877929,1448,27
92,0.0002787113189697,1448,28
93,0.0002670288085937,1448,29
94,0.0002410411834716,1448,30
95,0.0002362728118896,1448,31
96,0.0003001689910888,2172,0
97,0.0002498626708984,2172,1
98,0.0002765655517578,2172,2
99,0.000239610671997,2172,3
100,0.0003395080566406,2172,4
101,0.0003223419189453,2172,5
102,0.0005407333374023,2172,6
103,0.0006396770477294,2172,7
104,0.0004856586456298,2172,8
105,0.0006675720214843,2172,9
106,0.0004982948303222,2172,10
107,0.0006766319274902,2172,11
108,0.0004069805145263,2172,12
109,0.0002977848052978,2172,13
110,0.0003573894500732,2172,14
111,0.0003762245178222,2172,15
112,0.0004103183746337,2172,16
113,0.0003831386566162,2172,17
114,0.0006582736968994,2172,18
115,0.0004115104675292,2172,19
116,0.0003538131713867,2172,20
117,0.0003952980041503,2172,21
118,0.000361680984497,2172,22
119,0.0004372596740722,2172,23
120,0.0002827644348144,2172,24
121,0.0002586841583251,2172,25
122,0.0002892017364501,2172,26
123,0.0002393722534179,2172,27
124,0.0002448558807373,2172,28
125,0.0002694129943847,2172,29
126,0.000291109085083,2172,30
127,0.000324010848999,2172,31
128,0.0007705688476562,2896,0
129,0.0003879070281982,2896,1
130,0.0005269050598144,2896,2
131,0.0004527568817138,2896,3
132,0.0005815029144287,2896,4
133,0.0003526210784912,2896,5
134,0.0003383159637451,2896,6
135,0.0003316402435302,2896,7
136,0.0003366470336914,2896,8
137,0.0003268718719482,2896,9
138,0.0002698898315429,2896,10
139,0.0002717971801757,2896,11
140,0.0002655982971191,2896,12
141,0.000270128250122,2896,13
142,0.000361680984497,2896,14
143,0.0004661083221435,2896,15
144,0.0004339218139648,2896,16
145,0.0004134178161621,2896,17
146,0.0006651878356933,2896,18
147,0.0003888607025146,2896,19
148,0.0002722740173339,2896,20
149,0.0003552436828613,2896,21
150,0.0003230571746826,2896,22
151,0.0002996921539306,2896,23
152,0.0003309249877929,2896,24
153,0.0005767345428466,2896,25
154,0.0006449222564697,2896,26
155,0.0006105899810791,2896,27
156,0.0009715557098388,2896,28
157,0.0008394718170166,2896,29
158,0.0006165504455566,2896,30
159,0.000575304031372,2896,31
160,0.0006711483001708,3620,0
161,0.0007092952728271,3620,1
162,0.0004656314849853,3620,2
163,0.0007266998291015,3620,3
164,0.0005006790161132,3620,4
165,0.0005104541778564,3620,5
166,0.0009181499481201,3620,6
167,0.0003843307495117,3620,7
168,0.0003407001495361,3620,8
169,0.0003442764282226,3620,9
170,0.0003118515014648,3620,10
171,0.0003108978271484,3620,11
172,0.0003931522369384,3620,12
173,0.0004570484161376,3620,13
174,0.0006871223449707,3620,14
175,0.000617504119873,3620,15
176,0.0006766319274902,3620,16
177,0.0008242130279541,3620,17
178,0.0005133152008056,3620,18
179,0.0004563331604003,3620,19
180,0.0003609657287597,3620,20
181,0.0003597736358642,3620,21
182,0.0004019737243652,3620,22
183,0.0004231929779052,3620,23
184,0.0007667541503906,3620,24
185,0.0006403923034667,3620,25
186,0.0004496574401855,3620,26
187,0.0004138946533203,3620,27
188,0.000368595123291,3620,28
189,0.00028657913208,3620,29
190,0.0002553462982177,3620,30
191,0.0004713535308837,3620,31
192,0.0002846717834472,4344,0
193,0.0003192424774169,4344,1
194,0.0002949237823486,4344,2
