,elapsed_time,size,iteration_n
0,0.0014171600341796,0,0
1,0.0002593994140625,0,1
2,0.0001838207244873,0,2
3,0.000288963317871,0,3
4,0.0002188682556152,0,4
5,0.0002686977386474,0,5
6,0.0003550052642822,0,6
7,0.0001633167266845,0,7
8,0.0002903938293457,0,8
9,0.001230239868164,0,9
10,0.0005712509155273,0,10
11,0.0002479553222656,0,11
12,0.0001544952392578,0,12
13,0.0001437664031982,0,13
14,0.0001676082611083,0,14
15,0.0001657009124755,0,15
16,0.000148057937622,0,16
17,0.0001850128173828,0,17
18,0.000176191329956,0,18
19,0.0001745223999023,0,19
20,0.0002357959747314,0,20
21,0.0001637935638427,0,21
22,0.0001680850982666,0,22
23,0.0001671314239501,0,23
24,0.0001897811889648,0,24
25,0.0002434253692626,0,25
26,0.0003924369812011,0,26
27,0.0003173351287841,0,27
28,0.0002408027648925,0,28
29,0.0002856254577636,0,29
30,0.0003466606140136,0,30
31,0.0002133846282958,0,31
32,0.0023794174194335,413,0
33,0.0009281635284423,413,1
34,0.0009424686431884,413,2
35,0.0024092197418212,413,3
36,0.0010511875152587,413,4
37,0.0008785724639892,413,5
38,0.0007228851318359,413,6
39,0.0005931854248046,413,7
40,0.0005991458892822,413,8
41,0.0005602836608886,413,9
42,0.0005731582641601,413,10
43,0.0006146430969238,413,11
44,0.0005543231964111,413,12
45,0.0006754398345947,413,13
46,0.0012032985687255,413,14
47,0.0008416175842285,413,15
48,0.00079345703125,413,16
49,0.0012094974517822,413,17
50,0.001429796218872,413,18
51,0.0009896755218505,413,19
52,0.0007102489471435,413,20
53,0.0006167888641357,413,21
54,0.0009572505950927,413,22
55,0.0009524822235107,413,23
56,0.0006554126739501,413,24
57,0.0006864070892333,413,25
58,0.0007281303405761,413,26
59,0.0006203651428222,413,27
60,0.0006716251373291,413,28
61,0.0006017684936523,413,29
62,0.0006599426269531,413,30
63,0.0006146430969238,413,31
64,0.0015256404876709,826,0
65,0.0012493133544921,826,1
66,0.0015466213226318,826,2
67,0.0016794204711914,826,3
68,0.0013337135314941,826,4
69,0.0010340213775634,826,5
70,0.0009844303131103,826,6
71,0.0009818077087402,826,7
72,0.0021157264709472,826,8
73,0.0015919208526611,826,9
74,0.001448631286621,826,10
75,0.0013010501861572,826,11
76,0.0009841918945312,826,12
77,0.0012779235839843,826,13
78,0.001166820526123,826,14
79,0.0023281574249267,826,15
80,0.001380443572998,826,16
81,0.0015108585357666,826,17
82,0.0014050006866455,826,18
83,0.001209020614624,826,19
84,0.0009963512420654,826,20
85,0.0008459091186523,826,21
86,0.0008494853973388,826,22
87,0.0015184879302978,826,23
88,0.001399278640747,826,24
89,0.001699686050415,826,25
90,0.0013825893402099,826,26
