,elapsed_time,size,iteration_n
0,0.0003464221954345,0,0
1,0.0002627372741699,0,1
2,0.0002765655517578,0,2
3,0.0002710819244384,0,3
4,0.000256061553955,0,4
5,0.0002262592315673,0,5
6,0.000251293182373,0,6
7,0.0005359649658203,0,7
8,0.0003819465637207,0,8
9,0.0002698898315429,0,9
10,0.0002980232238769,0,10
11,0.0004067420959472,0,11
12,0.0004196166992187,0,12
13,0.0003359317779541,0,13
14,0.0003125667572021,0,14
15,0.0002582073211669,0,15
16,0.0003199577331542,0,16
17,0.0002884864807128,0,17
18,0.0002787113189697,0,18
19,0.0002532005310058,0,19
20,0.0002410411834716,0,20
21,0.0002524852752685,0,21
22,0.0002224445343017,0,22
23,0.0003283023834228,0,23
24,0.0003120899200439,0,24
25,0.00028657913208,0,25
26,0.0002553462982177,0,26
27,0.0002739429473876,0,27
28,0.0002543926239013,0,28
29,0.0002264976501464,0,29
30,0.0002260208129882,0,30
31,0.0002734661102294,0,31
32,0.0004236698150634,1,0
33,0.0002460479736328,1,1
34,0.0002262592315673,1,2
35,0.0002329349517822,1,3
36,0.0002381801605224,1,4
37,0.0002715587615966,1,5
38,0.0002870559692382,1,6
39,0.0003364086151123,1,7
40,0.0002975463867187,1,8
41,0.000267744064331,1,9
42,0.0002472400665283,1,10
43,0.0002582073211669,1,11
44,0.0003120899200439,1,12
45,0.0003669261932373,1,13
46,0.00030517578125,1,14
47,0.0002939701080322,1,15
48,0.0002570152282714,1,16
49,0.0002551078796386,1,17
50,0.0002291202545166,1,18
51,0.0002310276031494,1,19
52,0.0002443790435791,1,20
53,0.0002310276031494,1,21
54,0.0002694129943847,1,22
55,0.0002346038818359,1,23
56,0.0003509521484375,1,24
57,0.0002861022949218,1,25
58,0.0005228519439697,1,26
59,0.0002632141113281,1,27
60,0.0002214908599853,1,28
61,0.000241994857788,1,29
62,0.0002322196960449,1,30
63,0.0002634525299072,1,31
64,0.0002391338348388,2,0
65,0.0002477169036865,2,1
66,0.0002446174621582,2,2
67,0.0002093315124511,2,3
68,0.0002205371856689,2,4
69,0.0002083778381347,2,5
70,0.0002341270446777,2,6
71,0.0002369880676269,2,7
72,0.0002307891845703,2,8
73,0.0002443790435791,2,9
74,0.0003588199615478,2,10
75,0.0003058910369873,2,11
76,0.0002937316894531,2,12
77,0.0002775192260742,2,13
78,0.0003211498260498,2,14
79,0.0002472400665283,2,15
80,0.0002405643463134,2,16
81,0.0002648830413818,2,17
82,0.0002896785736083,2,18
83,0.000206708908081,2,19
84,0.0002074241638183,2,20
85,0.0002186298370361,2,21
86,0.0002305507659912,2,22
87,0.0002100467681884,2,23
88,0.0002074241638183,2,24
89,0.0002233982086181,2,25
90,0.0002291202545166,2,26
91,0.0002460479736328,2,27
92,0.0003004074096679,2,28
93,0.0003268718719482,2,29
94,0.0002763271331787,2,30
95,0.0003366470336914,2,31
96,0.0004413127899169,3,0
97,0.0002548694610595,3,1
98,0.0002641677856445,3,2
99,0.00026535987854,3,3
100,0.0002968311309814,3,4
101,0.000253677368164,3,5
102,0.0003042221069335,3,6
103,0.0002133846282958,3,7
104,0.0002079010009765,3,8
105,0.0002539157867431,3,9
106,0.0002493858337402,3,10
107,0.0002541542053222,3,11
108,0.000246524810791,3,12
109,0.0003876686096191,3,13
110,0.0004031658172607,3,14
111,0.0003037452697753,3,15
112,0.000253677368164,3,16
113,0.0003983974456787,3,17
114,0.0003960132598876,3,18
115,0.0002062320709228,3,19
116,0.0001788139343261,3,20
117,0.0002851486206054,3,21
118,0.000230073928833,3,22
119,0.000220775604248,3,23
120,0.0002245903015136,3,24
121,0.0002155303955078,3,25
122,0.0002734661102294,3,26
123,0.0002210140228271,3,27
124,0.0002143383026123,3,28
125,0.0002903938293457,3,29
126,0.0002763271331787,3,30
127,0.0002539157867431,3,31
128,0.0004832744598388,4,0
129,0.0003256797790527,4,1
130,0.0002775192260742,4,2
131,0.0002205371856689,4,3
132,0.0002079010009765,4,4
133,0.0002202987670898,4,5
134,0.0002779960632324,4,6
135,0.0002105236053466,4,7
136,0.0002126693725585,4,8
137,0.000206708908081,4,9
138,0.0002055168151855,4,10
139,0.0002076625823974,4,11
140,0.000209093093872,4,12
141,0.0002081394195556,4,13
142,0.0002071857452392,4,14
143,0.000244140625,4,15
144,0.0002765655517578,4,16
145,0.0002915859222412,4,17
146,0.000272512435913,4,18
147,0.0002491474151611,4,19
148,0.0003361701965332,4,20
149,0.0014705657958984,4,21
150,0.0003683567047119,4,22
151,0.0003540515899658,4,23
152,0.0003705024719238,4,24
153,0.0003762245178222,4,25
154,0.0003383159637451,4,26
155,0.0002884864807128,4,27
156,0.0002565383911132,4,28
157,0.0002899169921875,4,29
158,0.0005004405975341,4,30
159,0.0002970695495605,4,31
160,0.0004515647888183,5,0
161,0.0004057884216308,5,1
162,0.000317096710205,5,2
163,0.0002646446228027,5,3
164,0.0002672672271728,5,4
165,0.0002815723419189,5,5
166,0.000319480895996,5,6
167,0.0002710819244384,5,7
168,0.0002739429473876,5,8
169,0.0003163814544677,5,9
170,0.0002903938293457,5,10
171,0.0002782344818115,5,11
172,0.0002636909484863,5,12
173,0.0002260208129882,5,13
174,0.0002684593200683,5,14
175,0.0003821849822998,5,15
176,0.0002779960632324,5,16
177,0.0002849102020263,5,17
178,0.0003674030303955,5,18
179,0.0003712177276611,5,19
180,0.0003414154052734,5,20
181,0.0003416538238525,5,21
182,0.0003261566162109,5,22
183,0.000295877456665,5,23
184,0.0002446174621582,5,24
185,0.000239610671997,5,25
186,0.0002288818359375,5,26
187,0.000237226486206,5,27
188,0.0002233982086181,5,28
189,0.000227928161621,5,29
190,0.0002651214599609,5,30
191,0.0002541542053222,5,31
192,0.000403881072998,6,0
193,0.0003082752227783,6,1
194,0.0003008842468261,6,2
195,0.0003242492675781,6,3
196,0.0003743171691894,6,4
197,0.0003342628479003,6,5
198,0.0002501010894775,6,6
199,0.0002603530883789,6,7
200,0.0002386569976806,6,8
201,0.0002281665802001,6,9
